Titel,Abkürzung,Ausfertigungsdatum,Fundstelle,Pfad
Gesetz über die Landwirtschaftliche Rentenbank,LwRentBkG,1949-05-11,"WiGBl:1949,77",gesetze-master/l/lwrentbkg/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen nichttechnischen  Dienst in der Bundesanstalt für Arbeit",LAP-gehDBAV,2001-08-07,"BGBlI:2001,2222",gesetze-master/l/lap-gehdbav/index.md
Mehrseitiges Übereinkommen über Lufttüchtigkeitszeugnisse eingeführter Luftfahrzeuge,LuftFzgÜbk,1960-04-22,"BGBlII:1962,24",gesetze-master/l/luftfzguebk/index.md
Verordnung über die Berufsausbildung im Lagerbereich in den Ausbildungsberufen  Fachlagerist/Fachlageristin und Fachkraft für Lagerlogistik,LWLogAusbV,2004-07-26,"BGBlI:2004,1887",gesetze-master/l/lwlogausbv/index.md
Verordnung über die Einrichtung und die Führung des Registers für Pfandrechte  an Luftfahrzeugen,LuftRegV,1999-03-02,"BGBlI:1999,279",gesetze-master/l/luftregv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen technischen  Verwaltungsdienst in der Wasser- und Schifffahrtsverwaltung des Bundes",LAP-gtDWSVV,2003-05-25,"BGBlI:2003,750",gesetze-master/l/lap-gtdwsvv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen Steuerdienst  des Bundes",LAP-gehDSteuerV,2002-12-17,"BGBlI:2002,4558",gesetze-master/l/lap-gehdsteuerv/index.md
Zweihunderteinundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Flughafen Berlin-Schönefeld),LuftVODV 241,2008-10-13,"BAnz:2008,Nr162,3828",gesetze-master/l/luftvodv_241/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den höheren Archivdienst  des Bundes",LAP-hDArchivV,2002-06-13,"BGBlI:2002,1843",gesetze-master/l/lap-hdarchivv/index.md
Vierzehntes Gesetz zur Änderung des Lastenausgleichsgesetzes,LAGÄndG 14,1961-06-26,"BGBlI:1961,785",gesetze-master/l/lagaendg_14/index.md
Hundertneunundfünfzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Saarbrücken),LuftVODV 159,1995-12-15,"BAnz:1996,Nr3,61",gesetze-master/l/luftvodv_159/index.md
Hundertneunundsiebzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Hannover),LuftVODV 179,1997-03-11,"BAnz:1997,Nr61,4273",gesetze-master/l/luftvodv_179/index.md
Erste Durchführungsverordnung zur Verordnung zur Prüfung von Luftfahrtgerät,LuftGerPV1998DV 1,1999-07-26,"BAnz:1999,Nr143,12949",gesetze-master/l/luftgerpv1998dv_1/index.md
Hundertsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Augsburg),LuftVODV 160,1995-12-18,"BAnz:1996,Nr2,30",gesetze-master/l/luftvodv_160/index.md
Verordnung zur Absenkung der Steuersätze nach § 11 Absatz 2 des Luftverkehrsteuergesetzes  im Jahr 2012,LuftVStAbsenkV 2012,2011-12-16,"BGBlI:2011,2732",gesetze-master/l/luftvstabsenkv_2012/index.md
Verordnung zur Ausführung des Gesetzes über die Durchforschung des Reichsgebietes  nach nutzbaren Lagerstätten,LagerstGDV,1934-12-14,"RGBlI:1934,1261",gesetze-master/l/lagerstgdv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen bautechnischen  Verwaltungsdienst des Bundes",LAP-gbautDV,2004-01-21,"BGBlI:2004,105",gesetze-master/l/lap-gbautdv/index.md
Verordnung über die Liquidität der Institute,LiqV,2006-12-14,"BGBlI:2006,3117",gesetze-master/l/liqv/index.md
Hundertachtundneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Leipzig/Halle),LuftVODV 198,2000-03-06,"BAnz:2000,Nr53,4066",gesetze-master/l/luftvodv_198/index.md
Zweihundertzweiunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Hubschrauberlandeplatz Donauwörth),LuftVODV 232,2007-03-05,"BAnz:2007,Nr051,2666(3542)",gesetze-master/l/luftvodv_232/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen technischen  Dienst - Fachrichtung Bahnwesen -",LAP-gtDBahnwesenV,2002-11-21,"BGBlI:2002,4438",gesetze-master/l/lap-gtdbahnwesenv/index.md
Gesetz zur Änderung von örtlichen Zuständigkeiten der Landesversicherungsanstalten  in Niedersachsen und zur Änderung des Bundesversorgungsgesetzes,LVANDZustÄndG,1979-01-19,"BGBlI:1979,98",gesetze-master/l/lvandzustaendg/index.md
Viertes Gesetz zur Änderung des Lastenausgleichsgesetzes,LAGÄndG 4,1955-07-12,"BGBlI:1955,403",gesetze-master/l/lagaendg_4/index.md
Abkommen über strafbare und bestimmte andere an Bord von Luftfahrzeugen begangene  Handlungen,LuftStrAbk,1963-09-14,"BGBlII:1969,123",gesetze-master/l/luftstrabk/index.md
Betriebsordnung für Luftfahrtgerät,LuftBO,1970-03-04,"BGBlI:1970,262",gesetze-master/l/luftbo/index.md
"Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch",LFGB,2005-09-01,"BGBlI:2005,2618(3007)",gesetze-master/l/lfgb/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen Archivdienst  des Bundes",LAP-ghDArchivV,2002-08-15,"BGBlI:2002,3187",gesetze-master/l/lap-ghdarchivv/index.md
Hundertfünfundsiebzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Kassel),LuftVODV 175,1997-01-06,"BAnz:1997,Nr16,641",gesetze-master/l/luftvodv_175/index.md
Verordnung über die Berufsausbildung zum Leuchtröhrenglasbläser/zur Leuchtröhrenglasbläserin,LeuchtrAusbV,1985-12-13,"BGBlI:1985,2291",gesetze-master/l/leuchtrausbv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den höheren technischen  Verwaltungsdienst des Bundes",LAP-htVerwDV,2004-08-20,"BGBlI:2004,2230",gesetze-master/l/lap-htverwdv/index.md
Erste Durchführungsverordnung zur Betriebsordnung für Luftfahrtgerät (Anwendungsbestimmungen  zu Anhang III - EU-OPS - der VO (EWG) Nr. 3922/91,LuftBODV 1 2008,2008-06-10,"BAnz:2008,Nr89,2101",gesetze-master/l/luftbodv_1_2008/index.md
Zweite Durchführungsverordnung zur Verordnung über Luftfahrtpersonal (Anwendungsbestimmungen  für die Ausbildung und Prüfung für den Erwerb von Lizenzen und Berechtigungen für  Luftfahrer gemäß der Verordnung über Luftfahrtpersonal),LuftPersVDV 2,2006-01-24,"BAnz:2006,Nr60,2061[Beilage]",gesetze-master/l/luftpersvdv_2/index.md
Verfassungsgesetz zur Bildung von Ländern in der Deutschen Demokratischen Republik,LEinfG,1990-07-22,"GBlDDRI:1990,955",gesetze-master/l/leinfg/index.md
Erste Verordnung zur Durchführung des Gesetzes zur Einführung von Vorschriften  des Lastenausgleichsrechts im Saarland,LASaarDV 1,1961-08-22,"BGBlI:1961,1646",gesetze-master/l/lasaardv_1/index.md
Gesetz über den Beitritt der Bundesrepublik Deutschland zu dem Abkommen vom  19. Juni 1948 über die internationale Anerkennung von Rechten an Luftfahrzeugen,LuftFzgAbkG,1959-02-26,"BGBlII:1959,129",gesetze-master/l/luftfzgabkg/index.md
Hundertsechsundneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrsflughafen Siegerland),LuftVODV 196,1999-09-10,"BAnz:1999,Nr182,16650",gesetze-master/l/luftvodv_196/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen Auswärtigen  Dienst",LAP-gehDAAV 2004,2004-07-08,"BGBlI:2004,1591",gesetze-master/l/lap-gehdaav_2004/index.md
Zweihunderterste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Bremen),LuftVODV 201,2000-06-23,"BAnz:2000,Nr131,13789",gesetze-master/l/luftvodv_201/index.md
Zweihundertsechzehnte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Bremerhaven),LuftVODV 216,2003-05-14,"BAnz:2003,Nr102,12129",gesetze-master/l/luftvodv_216/index.md
Gesetz über die strukturelle Anpassung der Landwirtschaft an die soziale und  ökologische Marktwirtschaft in der Deutschen Demokratischen Republik,LAnpG,1990-06-29,"GBlDDRI:1990,642",gesetze-master/l/lanpg/index.md
Protokoll zur Änderung des Abkommens zur Vereinheitlichung von Regeln über  die Beförderung im internationalen Luftverkehr unterzeichnet in Warschau am 12.  Oktober 1929,LuftRAbkÄndProt,1955-09-28,"BGBlII:1958,292",gesetze-master/l/luftrabkaendprot/index.md
Verordnung über die Prüfung zum anerkannten Fortbildungsabschluss Geprüfter  Logistikmeister/Geprüfte Logistikmeisterin,LogMstrV,2010-01-25,"BGBlI:2010,26",gesetze-master/l/logmstrv/index.md
Verordnung zur Gleichstellung von Zeugnissen über die Laufbahnprüfung für die  Laufbahnen des mittleren Postbankdienstes und des mittleren Fernmeldedienstes bei  der Deutschen Bundespost mit den Zeugnissen über das Bestehen der Abschlußprüfung  im Ausbildungsberuf Verwaltungsfachangestellter/Verwaltungsfachangestellte,LbPrZGleichstV,1987-04-15,"BGBlI:1987,1233",gesetze-master/l/lbprzgleichstv/index.md
Verordnung über die Berufsausbildung zum Fachverkäufer im Lebensmittelhandwerk/zur  Fachverkäuferin im Lebensmittelhandwerk,LebensMAusbV,2006-03-31,"BGBlI:2006,604",gesetze-master/l/lebensmausbv/index.md
Gesetz zur Lastentragung im Bund-Länder-Verhältnis bei Verletzung von supranationalen  oder völkerrechtlichen Verpflichtungen,LastG,2006-09-05,"BGBlI:2006,2098,2105",gesetze-master/l/lastg/index.md
Verordnung über die Tarifordnung für die Seelotsreviere,LTV,2009-01-26,"BGBlI:2009,97",gesetze-master/l/ltv/index.md
Gesetz zur Durchführung des Ersten Abkommens zur Vereinheitlichung des Luftprivatrechts,LuftRAAbkDG,1933-12-15,"RGBlI:1933,1079",gesetze-master/l/luftraabkdg/index.md
Gesetz zu dem Übereinkommen vom 6. April 1974 über einen Verhaltenskodex für  Linienkonferenzen,LinKonfVhKodÜbkG,1983-02-17,"BGBlII:1983,62",gesetze-master/l/linkonfvhkoduebkg/index.md
Gesetz zu dem Abkommen vom 16. März 1962 zur Ergänzung des Abkommens vom 26.  August 1952 zwischen der Bundesrepublik Deutschland und der Schweizerischen Eidgenossenschaft  zum deutschen Lastenausgleich,LAAbkErgAbkCHEG,1964-04-17,"BGBlII:1964,453",gesetze-master/l/laabkergabkcheg/index.md
Rechtsverordnung über die Beteiligung sachverständiger Stellen der gewerblichen  Wirtschaft an dem Verfahren der Erteilung von Leistungsbescheiden,LeistBeschV,1962-12-13,"BGBlI:1962,725",gesetze-master/l/leistbeschv/index.md
Verordnung über die Berufsausbildung zum Landwirt/zur Landwirtin,LwAusbV 1995,1995-01-31,"BGBlI:1995,168",gesetze-master/l/lwausbv_1995/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren nichttechnischen  Verwaltungsdienst in der Bundeswehrverwaltung",LAP-mntDBWVV,2001-11-28,"BGBlI:2001,3327",gesetze-master/l/lap-mntdbwvv/index.md
Hundertsechsundsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Flughafen Hamburg),LuftVODV 166,1996-03-04,"BAnz:1996,Nr59,3394",gesetze-master/l/luftvodv_166/index.md
Erste Verordnung über eine Lohnuntergrenze in der Arbeitnehmerüberlassung,LohnUGAÜV 1,2011-12-21,"BAnz:2011,Nr195,4608",gesetze-master/l/lohnugauev_1/index.md
I. Genfer Abkommen vom 12. August 1949 zur Verbesserung des Loses der Verwundeten  und Kranken der Streitkräfte im Felde,LStrkrAbk Genf,1949-08-12,"BGBlII:1954,783",gesetze-master/l/lstrkrabk_genf/index.md
Gesetz über die Unzulässigkeit der Sicherungsbeschlagnahme von Luftfahrzeugen,LFzPfSchG,1935-03-17,"RGBlI:1935,385",gesetze-master/l/lfzpfschg/index.md
Zweihundertsiebte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Berlin-Tegel),LuftVODV 207,2002-02-14,"BAnz:2002,Nr49,4458",gesetze-master/l/luftvodv_207/index.md
Hundertsechsundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrslandeplatz Schwäbisch Hall),LuftVODV 146,1994-04-25,"BAnz:1994,Nr91,5122",gesetze-master/l/luftvodv_146/index.md
Verordnung über Angaben zu den Krediten an ausländische Kreditnehmer nach dem  Kreditwesengesetz,LrV,1985-12-19,"BGBlI:1985,2497",gesetze-master/l/lrv/index.md
Gesetz zu dem Abkommen vom 8. März 1967 zwischen der Bundesrepublik Deutschland  und den Vereinigten Mexikanischen Staaten über den Luftverkehr,LuftAbkMEXG,1969-02-20,"BGBlII:1969,193",gesetze-master/l/luftabkmexg/index.md
Verordnung zur Änderung luftrechtlicher Vorschriften über den Transport gefährlicher  Güter und die Zulassung von Luftsportgeräten und Flugmodellen,LuftRÄndV 2001,2001-06-13,"BGBlI:2001,1221",gesetze-master/l/luftraendv_2001/index.md
Abkommen über die internationale Anerkennung von Rechten an Luftfahrzeugen,LuftFzgAbk,1948-06-19,"BGBlII:1959,130",gesetze-master/l/luftfzgabk/index.md
Hundertvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Heringsdorf),LuftVODV 140,1994-03-15,"BAnz:1994,Nr65,3801",gesetze-master/l/luftvodv_140/index.md
Hundertfünfunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrsflughafen  Lübeck-Blankensee),LuftVODV 135,1993-10-21,"BAnz:1993,Nr212,9967",gesetze-master/l/luftvodv_135/index.md
Verordnung über die Berufsausbildung zur Fachkraft für Lebensmitteltechnik,LMTAusbV 2000,2000-02-09,"BGBlI:2000,115",gesetze-master/l/lmtausbv_2000/index.md
Hundertneunundachtzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Regionalflughafen  Magdeburg),LuftVODV 189,1998-08-24,"BAnz:1998,Nr170,13570",gesetze-master/l/luftvodv_189/index.md
Zweihundertsiebenundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Dresden),LuftVODV 227,2006-03-29,"BAnz:2006,Nr68,2537",gesetze-master/l/luftvodv_227/index.md
"Verordnung zur Prüfung von Luftfahrtgerät (Artikel 2 der Verordnung zur Änderung  luftrechtlicher Vorschriften über die Entwicklung, Zulassung, Herstellung und Instandhaltung  von Luftfahrtgerät)",LuftGerPV 1998,1998-08-03,"BGBlI:1998,2010,2011",gesetze-master/l/luftgerpv_1998/index.md
Hundertdreiundsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Düsseldorf),LuftVODV 163,1996-02-01,"BAnz:1996,Nr35,1625",gesetze-master/l/luftvodv_163/index.md
Luftsicherheitsgesetz,LuftSiG,2005-01-11,"BGBlI:2005,78",gesetze-master/l/luftsig/index.md
Verordnung über die Eignung der Ausbildungsstätte für die Berufsausbildung  zum Landwirt/zur Landwirtin,LwAusbStEignV,1995-01-31,"BGBlI:1995,179",gesetze-master/l/lwausbsteignv/index.md
Zweihundertvierundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Verkehrsflughafen Magdeburg/Cochstedt),LuftVODV 244,2010-06-24,"BAnz:2010,Nr95,2238",gesetze-master/l/luftvodv_244/index.md
Gesetz über die Anzeige und Beanstandung von Landpachtverträgen,LPachtVG,1985-11-08,"BGBlI:1985,2075",gesetze-master/l/lpachtvg/index.md
Zweihunderteinunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Memmingen/Allgäu),LuftVODV 231,2007-03-01,"BAnz:2007,Nr65,3541",gesetze-master/l/luftvodv_231/index.md
Zweihundertsechste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Emden),LuftVODV 206,2002-01-17,"BAnz:2002,Nr24,2049",gesetze-master/l/luftvodv_206/index.md
Gesetz zur Errichtung des Spitzenverbandes der landwirtschaftlichen Sozialversicherung,LSVSpiVG,2007-12-18,"BGBlI:2007,2984,2996",gesetze-master/l/lsvspivg/index.md
Zweihundertelfte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Straubing),LuftVODV 211,2002-10-22,"BAnz:2002,Nr210,24693",gesetze-master/l/luftvodv_211/index.md
Hundertachtzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Verkehrsflughafen  Karlsruhe/Baden-Baden),LuftVODV 180,1997-04-21,"BAnz:1997,Nr81,5474",gesetze-master/l/luftvodv_180/index.md
Abkommen zwischen der Bundesrepublik Deutschland und dem Königreich Schweden  zum deutschen Lastenausgleich,LAAbk SWE,1956-03-22,"BGBlII:1956,823",gesetze-master/l/laabk_swe/index.md
Achtes Gesetz zur Änderung des Lastenausgleichsgesetzes (Gesetz nach § 246  LAG - 8. ÄndG LAG),LAGÄndG 8,1957-07-26,"BGBlI:1957,809",gesetze-master/l/lagaendg_8/index.md
Gesetz über die weitere Anwendbarkeit des § 25 des Lebensmittel- und Bedarfsgegenständegesetzes,LMG1974§25AnwG,2004-05-13,"BGBlI:2004,934,952",gesetze-master/l/lmg1974_25anwg/index.md
"Verordnung über die Laufbahnen, Ausbildung und Prüfung für den mittleren Zolldienst  des Bundes",LAP-mDZollV,2001-07-20,"BGBlI:2001,1682",gesetze-master/l/lap-mdzollv/index.md
Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte  Industriemeisterin - Fachrichtung Lebensmittel,LMIndMeistPrV,1985-08-21,"BGBlI:1985,1695",gesetze-master/l/lmindmeistprv/index.md
Gesetz über den Lastenausgleich,LAG,1952-08-14,"BGBlI:1952,446",gesetze-master/l/lag/index.md
Landeplatz-Lärmschutz-Verordnung,LärmschutzV,1999-01-05,"BGBlI:1999,35",gesetze-master/l/laermschutzv/index.md
Hundertdreiunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Warteverfahren),LuftVODV 133,1993-10-18,"BAnz:1993,Nr208,9837",gesetze-master/l/luftvodv_133/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren technischen  Dienst in der Bundeswehrverwaltung - Fachrichtung Wehrtechnik -",LAP-mtDBWVV,2002-04-17,"BGBlI:2002,1444",gesetze-master/l/lap-mtdbwvv/index.md
Hunderteinundsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von An- und Abflugverfahren für Flüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Bayreuth sowie von VFR/IFR-Wechselverfahren für Abflüge von der Startbahn 06 dieses  Verkehrslandeplatzes),LuftVODV 161,1995-12-29,"BAnz:1996,Nr12,494",gesetze-master/l/luftvodv_161/index.md
Einhundertdreizehnte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Dresden),LuftVODV 113,1992-02-03,"BAnz:1992,Nr35,1157",gesetze-master/l/luftvodv_113/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren feuerwehrtechnischen  Dienst in der Bundeswehr",LAP-mftDBwV,2002-03-06,"BGBlI:2002,1031",gesetze-master/l/lap-mftdbwv/index.md
Verordnung über die Berufsausbildung zur Fachkraft für Lederverarbeitung,LederVAusbV,2011-02-14,"BGBlI:2011,255",gesetze-master/l/ledervausbv/index.md
Dritte Durchführungsverordnung zur Betriebsordnung für Luftfahrtgerät (Ausrüstung  und Betrieb des Luftfahrtgerätes außerhalb von Luftfahrtunternehmen),LuftBODV 3 2009,2009-03-19,"BAnz:2009,Nr48,1139",gesetze-master/l/luftbodv_3_2009/index.md
Sechzehntes Gesetz zur Änderung des Lastenausgleichsgesetzes,LAGÄndG 16,1963-05-23,"BGBlI:1963,360(704)",gesetze-master/l/lagaendg_16/index.md
Hundertsiebenundachtzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Flughafen Stuttgart),LuftVODV 187,1998-02-16,"BAnz:1998,Nr42,2713",gesetze-master/l/luftvodv_187/index.md
Zweihundertvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Memmingen/Allgäu),LuftVODV 240,2008-07-04,"BAnz:2008,Nr105,2549",gesetze-master/l/luftvodv_240/index.md
Hundertzweiundachtzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrsflughafen  Münster/Osnabrück),LuftVODV 182,1997-06-02,"BAnz:1997,Nr113,7633",gesetze-master/l/luftvodv_182/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren Dienst  im Verfassungsschutz des Bundes",LAP-mDVerfSchV,2001-10-15,"BGBlI:2001,2652",gesetze-master/l/lap-mdverfschv/index.md
Los-Kennzeichnungs-Verordnung,LKV,1993-06-23,"BGBlI:1993,1022",gesetze-master/l/lkv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen nichttechnischen  Zolldienst des Bundes",LAP-gntZollV,2001-07-20,"BGBlI:2001,1693",gesetze-master/l/lap-gntzollv/index.md
Zweihundertvierzehnte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Niederrhein),LuftVODV 214,2003-03-31,"BAnz:2003,Nr79,8997",gesetze-master/l/luftvodv_214/index.md
Zweihundertzweiundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Hamburg),LuftVODV 242,2009-03-03,"BAnz:2009,Nr57,1363",gesetze-master/l/luftvodv_242/index.md
Gesetz zur Einführung von Vorschriften des Lastenausgleichsrechts im Saarland,LASaarEG,1960-07-30,"BGBlI:1960,637",gesetze-master/l/lasaareg/index.md
Hundertzweiundneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Regionalflughafen  Bautzen),LuftVODV 192,1999-05-06,"BAnz:1999,Nr95,8193",gesetze-master/l/luftvodv_192/index.md
Hundertdreiundachzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Zweibrücken),LuftVODV 183,1997-08-22,"BAnz:1997,Nr163,11430",gesetze-master/l/luftvodv_183/index.md
Hundertfünfundfünfzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Altenburg-Nobitz),LuftVODV 155,1995-09-06,"BAnz:1995,Nr182,10722",gesetze-master/l/luftvodv_155/index.md
Ausbildungs- und Prüfungsordnung für Logopäden,LogAPrO,1980-10-01,"BGBlI:1980,1892",gesetze-master/l/logapro/index.md
Verordnung zur Durchführung des Lebensmittelspezialitätengesetzes,LSpV,1993-12-21,"BGBlI:1993,2428",gesetze-master/l/lspv/index.md
Hundertachtundsiebzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Sonderflughafen  Oberpfaffenhofen),LuftVODV 178,1997-02-27,"BAnz:1997,Nr54,3450",gesetze-master/l/luftvodv_178/index.md
Zweihundertsiebenundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Berlin Brandenburg),LuftVODV 247,2012-02-10,"BAnz:2012,Nr45,1086",gesetze-master/l/luftvodv_247/index.md
Signale und Zeichen (Anlage 2 zur Luftverkehrs-Ordnung (zu § 21 LuftVO)),LuftVOAnl 2,1963-08-10,"BGBlI:1963,664",gesetze-master/l/luftvoanl_2/index.md
Zweihundertneununddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Flughafen Nürnberg),LuftVODV 239,2008-06-27,"BAnz:2008,Nr102,2508",gesetze-master/l/luftvodv_239/index.md
Gesetz über das Luftfahrt-Bundesamt,LFBAG,1954-11-30,"BGBlI:1954,354",gesetze-master/l/lfbag/index.md
Hundertfünfundsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Mönchengladbach),LuftVODV 165,1996-02-19,"BAnz:1996,Nr48,2513",gesetze-master/l/luftvodv_165/index.md
Hundertvierundachtzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Lahr),LuftVODV 184,1997-08-27,"BAnz:1997,Nr172,11886",gesetze-master/l/luftvodv_184/index.md
Verordnung über die Anerkennung europäischer Berufsqualifikationen als Laufbahnbefähigung,LBAV,2009-11-23,"BGBlI:2009,3824",gesetze-master/l/lbav/index.md
Verordnung zur Konkretisierung der Anzeigepflichten nach § 30h Absatz 2 Satz  3 und § 30j Absatz 3 Satz 2 des Wertpapierhandelsgesetzes,LAnzV,2011-04-07,"BGBlI:2011,636",gesetze-master/l/lanzv/index.md
Verordnung zur Durchführung der zentralen Archivierung von Unterlagen aus dem  Bereich des Lastenausgleichs,LAArchV,1988-02-19,"BGBlI:1988,161",gesetze-master/l/laarchv/index.md
